issue,number,state,link,repository_name,trimmed_list_lemmatize,trimmed_list_stemming
scroll to tx after creation,352,open,https://github.com/walleth/walleth/issues/352,walleth/walleth,"['scroll', 'tx', 'creation']","['scroll', 'tx', 'creation']"
autodetect key type when importing,350,open,https://github.com/walleth/walleth/issues/350,walleth/walleth,"['autodetect', 'key', 'type', 'importing']","['autodetect', 'key', 'type', 'import']"
Merge pull request #1 from walleth/master,349,closed,https://github.com/walleth/walleth/issues/349,walleth/walleth,"['merge', 'pull', 'request', '1', 'wallethmaster']","['merg', 'pull', 'request', '1', 'walleth', 'master']"
Support keycard duplication,348,closed,https://github.com/walleth/walleth/issues/348,walleth/walleth,"['support', 'keycard', 'duplication']","['support', 'keycard', 'duplic']"
Return TXHASH to the calling Activity when a transaction is created by Intent,347,closed,https://github.com/walleth/walleth/issues/347,walleth/walleth,"['return', 'txhash', 'calling', 'activity', 'transaction', 'created', 'intent']","['return', 'txhash', 'call', 'activ', 'transact', 'creat', 'intent']"
set datetime of transaction from block,346,open,https://github.com/walleth/walleth/issues/346,walleth/walleth,"['set', 'datetime', 'transaction', 'block']","['set', 'datetim', 'transact', 'block']"
Reporting errors when relaying transactions fail,345,closed,https://github.com/walleth/walleth/issues/345,walleth/walleth,"['reporting', 'error', 'relaying', 'transaction', 'fail']","['report', 'error', 'relay', 'transact', 'fail']"
Exported key is empty when picking Google Drive SAF target directory,344,open,https://github.com/walleth/walleth/issues/344,walleth/walleth,"['exported', 'key', 'empty', 'picking', 'google', 'drive', 'saf', 'target', 'directory']","['export', 'key', 'empti', 'pick', 'googl', 'drive', 'saf', 'target', 'directori']"
Transactions created using ERC681 Intent from another application are not relayed,343,open,https://github.com/walleth/walleth/issues/343,walleth/walleth,"['transactions', 'created', 'using', 'erc681', 'intent', 'another', 'application', 'relayed']","['transact', 'creat', 'use', 'erc681', 'intent', 'anoth', 'applic', 'relay']"
Integrate MixETH,342,open,https://github.com/walleth/walleth/issues/342,walleth/walleth,"['integrate', 'mixeth']","['integr', 'mixeth']"
easier way to edit contacts,341,closed,https://github.com/walleth/walleth/issues/341,walleth/walleth,"['easier', 'way', 'edit', 'contact']","['easier', 'way', 'edit', 'contact']"
UX problem with token transfers,340,closed,https://github.com/walleth/walleth/issues/340,walleth/walleth,"['ux', 'problem', 'token', 'transfer']","['ux', 'problem', 'token', 'transfer']"
Bug when entering via shortcut and never setting current address,339,open,https://github.com/walleth/walleth/issues/339,walleth/walleth,"['bug', 'entering', 'via', 'shortcut', 'never', 'setting', 'current', 'address']","['bug', 'enter', 'via', 'shortcut', 'never', 'set', 'current', 'address']"
enable proguard again,338,open,https://github.com/walleth/walleth/issues/338,walleth/walleth,"['enable', 'proguard']","['enabl', 'proguard']"
Unexpected failure during lint analysis of module-info.class,337,closed,https://github.com/walleth/walleth/issues/337,walleth/walleth,"['unexpected', 'failure', 'lint', 'analysis', 'moduleinfoclass']","['unexpect', 'failur', 'lint', 'analysi', 'modul', 'info', 'class']"
delete reference,336,open,https://github.com/walleth/walleth/issues/336,walleth/walleth,"['delete', 'reference']","['delet', 'refer']"
Trezor not working when app installed from Google Play,335,closed,https://github.com/walleth/walleth/issues/335,walleth/walleth,"['trezor', 'working', 'app', 'installed', 'google', 'play']","['trezor', 'work', 'app', 'instal', 'googl', 'play']"
KeccakDigest IllegalStateException,334,closed,https://github.com/walleth/walleth/issues/334,walleth/walleth,"['keccakdigest', 'illegalstateexception']","['keccakdigest', 'illegalstateexcept']"
Support WalletConnect 1.0,333,closed,https://github.com/walleth/walleth/issues/333,walleth/walleth,"['support', 'walletconnect', '10']","['support', 'walletconnect', '1', '0']"
support xdai,332,closed,https://github.com/walleth/walleth/issues/332,walleth/walleth,"['support', 'xdai']","['support', 'xdai']"
